"Day","Items","Note","Amount"
"39","Retail","Revenue - Retail Sales Los Angeles - Body Wash","89900"
"39","Retail","Revenue - Retail Sales Los Angeles - Shampoo","88407"
"39","Retail","Revenue - Retail Sales Detroit - Mouthwash","49756"
"39","Retail","Revenue - Retail Sales Detroit - Body Wash","44128"
"39","Retail","Revenue - Retail Sales Detroit - Shampoo","47619"
"39","Rental Expense","Cash Payment - RentalNew York","(10720)"
"39","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"39","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"39","Rental Expense","Cash Payment - RentalMiami","(4800)"
"38","Wholesales (B2B)","Revenue - B2B SO ID: 4721","880740"
"38","Human Resource Expense","Counselled","(2000)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5000","(51510)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5027","(84000)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5027","(85000)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5027","(95000)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5028","(45000)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5028","(51000)"
"38","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 5028","(57000)"
"38","Human Resource Expense","Cash Payment - Staff Recruiting","(15000)"
"38","Human Resource Expense","Counselled","(2000)"
"38","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"38","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"38","Salary Expense","Cash Payment - Salary Expense","(23030)"
"38","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4796","(400)"
"38","Sales E Commerce","Revenue - E-Commerce Sales","19278"
"38","Overdraft","Repayment","(625000)"
"38","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4738","(200)"
"38","Sales E Commerce","Revenue - E-Commerce Sales","9603"
"38","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4867","(300)"
"38","Sales E Commerce","Revenue - E-Commerce Sales","13270"
"38","Retail","Revenue - Retail Sales New York - Mouthwash","121365"
"38","Retail","Revenue - Retail Sales New York - Body Wash","103020"
"38","Retail","Revenue - Retail Sales New York - Shampoo","73248"
"38","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","82880"
"38","Overdraft","Repayment","(625000)"
"38","Retail","Revenue - Retail Sales Los Angeles - Body Wash","86521"
"38","Retail","Revenue - Retail Sales Los Angeles - Shampoo","88407"
"38","Retail","Revenue - Retail Sales Detroit - Mouthwash","51716"
"38","Retail","Revenue - Retail Sales Detroit - Body Wash","42848"
"38","Retail","Revenue - Retail Sales Detroit - Shampoo","49071"
"38","Rental Expense","Cash Payment - RentalNew York","(10720)"
"38","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"38","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"38","Rental Expense","Cash Payment - RentalMiami","(4800)"
"37","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4527","(45000)"
"37","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4527","(51000)"
"37","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4527","(57000)"
"37","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4870","(75600)"
"37","Overdraft","","1250000"
"37","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4870","(181200)"
"37","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4870","(449280)"
"37","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4870","(38400)"
"37","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4871","(606528)"
"37","Overdraft","","625000"
"37","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4871","(60800)"
"37","Human Resource Expense","Counselled","(2000)"
"37","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"37","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"37","Salary Expense","Cash Payment - Salary Expense","(22680)"
"37","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 235","(15000)"
"37","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 236","(15000)"
"37","Retail","Revenue - Retail Sales New York - Mouthwash","114345"
"37","Retail","Revenue - Retail Sales New York - Body Wash","104040"
"37","Retail","Revenue - Retail Sales New York - Shampoo","72480"
"37","Overdraft","Repayment","(625000)"
"37","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","83692"
"37","Retail","Revenue - Retail Sales Los Angeles - Body Wash","89900"
"37","Retail","Revenue - Retail Sales Los Angeles - Shampoo","82566"
"37","Retail","Revenue - Retail Sales Detroit - Mouthwash","50372"
"37","Retail","Revenue - Retail Sales Detroit - Body Wash","43808"
"37","Retail","Revenue - Retail Sales Detroit - Shampoo","48675"
"37","Interest Expense","Cash Payment - Interest - For Overdraft","(2055)"
"37","Rental Expense","Cash Payment - RentalNew York","(10720)"
"37","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"37","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"37","Rental Expense","Cash Payment - RentalMiami","(4800)"
"36","Wholesales (B2B)","Revenue - B2B SO ID: 4418","520975"
"36","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"36","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"36","Salary Expense","Cash Payment - Salary Expense","(22680)"
"36","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4579","(400)"
"36","Sales E Commerce","Revenue - E-Commerce Sales","22141"
"36","Overdraft","Repayment","(390625)"
"36","Retail","Revenue - Retail Sales New York - Mouthwash","19710"
"36","Retail","Revenue - Retail Sales New York - Body Wash","19500"
"36","Retail","Revenue - Retail Sales New York - Shampoo","13664"
"36","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13720"
"36","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16709"
"36","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13365"
"36","Retail","Revenue - Retail Sales Detroit - Mouthwash","7756"
"36","Retail","Revenue - Retail Sales Detroit - Body Wash","7584"
"36","Retail","Revenue - Retail Sales Detroit - Shampoo","8547"
"36","Rental Expense","Cash Payment - RentalNew York","(10720)"
"36","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"36","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"36","Rental Expense","Cash Payment - RentalMiami","(4800)"
"35","Wholesales (B2B)","Revenue - B2B SO ID: 3986","613994"
"35","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"35","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"35","Salary Expense","Cash Payment - Salary Expense","(22680)"
"35","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4426","(500)"
"35","Sales E Commerce","Revenue - E-Commerce Sales","25447"
"35","Overdraft","Repayment","(625000)"
"35","Retail","Revenue - Retail Sales New York - Mouthwash","19089"
"35","Retail","Revenue - Retail Sales New York - Body Wash","18930"
"35","Retail","Revenue - Retail Sales New York - Shampoo","13536"
"35","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13860"
"35","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15283"
"35","Retail","Revenue - Retail Sales Los Angeles - Shampoo","13926"
"35","Overdraft","Repayment","(625000)"
"35","Retail","Revenue - Retail Sales Detroit - Mouthwash","8092"
"35","Retail","Revenue - Retail Sales Detroit - Body Wash","8288"
"35","Retail","Revenue - Retail Sales Detroit - Shampoo","8547"
"35","Interest Expense","Cash Payment - Interest - For Overdraft","(642)"
"35","Rental Expense","Cash Payment - RentalNew York","(10720)"
"35","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"35","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"35","Rental Expense","Cash Payment - RentalMiami","(4800)"
"34","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4133","(45000)"
"34","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4133","(51000)"
"34","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4133","(57000)"
"34","Wholesales (B2B)","Revenue - B2B SO ID: 4126","824760"
"34","Human Resource Expense","Attended Training","(15000)"
"34","Human Resource Expense","Attended Training","(15000)"
"34","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4419","(45000)"
"34","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4419","(51000)"
"34","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4419","(57000)"
"34","Human Resource Expense","Attended Training","(15000)"
"34","Human Resource Expense","Attended Training","(15000)"
"34","Human Resource Expense","Attended Training","(15000)"
"34","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"34","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"34","Salary Expense","Cash Payment - Salary Expense","(22680)"
"34","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4266","(300)"
"34","Sales E Commerce","Revenue - E-Commerce Sales","16895"
"34","Overdraft","Repayment","(625000)"
"34","Retail","Revenue - Retail Sales New York - Mouthwash","21502"
"34","Retail","Revenue - Retail Sales New York - Body Wash","19517"
"34","Retail","Revenue - Retail Sales New York - Shampoo","13764"
"34","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","13959"
"34","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15060"
"34","Retail","Revenue - Retail Sales Los Angeles - Shampoo","14368"
"34","Retail","Revenue - Retail Sales Detroit - Mouthwash","8154"
"34","Retail","Revenue - Retail Sales Detroit - Body Wash","7967"
"34","Retail","Revenue - Retail Sales Detroit - Shampoo","8160"
"34","Services","Revenue - Service Sales Order ID: 3076","216000"
"34","Services","Revenue - Service Sales Order ID: 3381","126000"
"34","Interest Expense","Cash Payment - Interest - For Overdraft","(2697)"
"34","Rental Expense","Cash Payment - RentalNew York","(10720)"
"34","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"34","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"34","Rental Expense","Cash Payment - RentalMiami","(4800)"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4259","(78807)"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4259","(204774)"
"33","Overdraft","","937500"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4259","(254502)"
"33","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 4259","(268531)"
"33","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4260","(361464)"
"33","Overdraft","","468750"
"33","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 4260","(443848)"
"33","Human Resource Expense","Attended Training","(15000)"
"33","Human Resource Expense","Attended Training","(15000)"
"33","Human Resource Expense","Attended Training","(15000)"
"33","Human Resource Expense","Attended Training","(15000)"
"33","Human Resource Expense","Attended Training","(15000)"
"33","Overdraft","","234375"
"33","Human Resource Expense","Attended Training","(15000)"
"33","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"33","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
